Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
8243,6.7,2.7,4.1,2.0,Iris-virginica
8244,6.9,3.4,6.5,2.2,Iris-virginica
8245,7.2,2.6,6.4,2.4,Iris-virginica
8246,6.4,3.2,5.9,2.4,Iris-virginica
8247,6.5,2.7,5.3,2.3,Iris-virginica
8248,5.4,2.0,6.0,2.1,Iris-virginica
8249,6.6,2.6,4.6,1.9,Iris-virginica
8250,6.8,2.8,6.0,1.8,Iris-virginica
8251,6.3,3.2,5.3,1.9,Iris-virginica
8252,6.2,2.7,5.7,2.2,Iris-virginica
8253,6.7,2.8,5.4,2.5,Iris-virginica
8254,5.7,3.6,5.6,2.0,Iris-virginica
8255,7.2,2.3,6.3,2.5,Iris-virginica
8256,7.3,2.3,6.0,2.5,Iris-virginica
8257,7.6,2.5,6.1,2.5,Iris-virginica
8258,6.6,2.5,6.0,2.3,Iris-virginica
8259,6.5,2.6,6.1,1.8,Iris-virginica
8260,6.8,3.5,4.6,2.3,Iris-virginica
8261,6.5,2.9,5.8,1.8,Iris-virginica
8262,5.8,2.4,6.2,1.9,Iris-virginica
8263,7.0,2.8,4.9,2.2,Iris-virginica
8264,6.8,2.9,5.7,1.8,Iris-virginica
8265,7.3,3.4,6.0,1.9,Iris-virginica
8266,6.6,3.5,6.3,2.6,Iris-virginica
8267,6.1,2.7,5.6,2.1,Iris-virginica
8268,6.5,2.8,6.3,2.0,Iris-virginica
8269,5.8,2.6,5.7,2.9,Iris-virginica
8270,6.0,2.9,6.9,1.9,Iris-virginica
8271,6.9,3.6,5.0,1.9,Iris-virginica
8272,6.3,2.5,6.4,1.9,Iris-virginica
8273,6.0,2.8,6.1,2.1,Iris-virginica
8274,6.1,3.1,6.0,2.0,Iris-virginica
8275,6.4,3.3,5.5,2.5,Iris-virginica
8276,6.1,2.7,5.1,2.0,Iris-virginica
8277,6.6,2.5,5.6,2.2,Iris-virginica
8278,5.7,2.8,5.9,1.7,Iris-virginica
8279,6.4,3.3,6.5,2.1,Iris-virginica
8280,6.5,2.8,6.1,2.3,Iris-virginica
8281,5.9,3.3,5.2,1.8,Iris-virginica
8282,6.5,3.3,5.7,2.1,Iris-virginica
8283,6.8,3.1,5.5,2.2,Iris-virginica
8284,6.2,3.2,6.0,2.2,Iris-virginica
8285,7.1,3.1,6.2,1.4,Iris-virginica
8286,7.1,3.6,5.2,1.8,Iris-virginica
8287,7.4,2.7,5.2,2.1,Iris-virginica
8288,6.1,3.3,5.1,2.1,Iris-virginica
8289,6.8,3.5,6.2,1.9,Iris-virginica
8290,5.8,3.2,5.2,1.9,Iris-virginica
8291,5.9,3.2,5.2,2.0,Iris-virginica
8292,6.6,3.0,5.9,2.0,Iris-virginica
8293,6.1,2.4,5.6,2.0,Iris-virginica
8294,6.1,3.0,6.0,2.3,Iris-virginica
8295,5.6,2.9,6.1,2.5,Iris-virginica
8296,6.1,3.4,4.8,2.3,Iris-virginica
8297,6.4,3.5,5.3,1.9,Iris-virginica
8298,6.5,2.5,4.6,2.2,Iris-virginica
8299,7.2,3.2,4.9,2.2,Iris-virginica
8300,6.0,3.1,6.2,2.1,Iris-virginica
8301,7.5,2.9,5.4,2.0,Iris-virginica
8302,5.7,2.8,5.4,1.9,Iris-virginica
8303,6.8,2.5,4.9,2.3,Iris-virginica
8304,5.3,3.2,5.3,2.1,Iris-virginica
8305,7.6,2.9,5.9,2.0,Iris-virginica
8306,6.5,2.9,5.9,1.8,Iris-virginica
8307,5.9,3.0,5.7,1.5,Iris-virginica
8308,6.6,2.6,5.9,1.5,Iris-virginica
8309,7.8,2.9,5.1,1.9,Iris-virginica
8310,6.9,3.3,5.4,1.6,Iris-virginica
8311,5.8,3.1,6.1,2.3,Iris-virginica
8312,6.7,3.3,6.6,2.4,Iris-virginica
8313,7.2,2.7,6.1,2.2,Iris-virginica
8314,7.0,3.4,5.7,2.0,Iris-virginica
8315,5.9,2.9,5.7,2.1,Iris-virginica
8316,6.7,3.3,6.0,2.0,Iris-virginica
8317,6.0,3.1,6.8,2.1,Iris-virginica
8318,6.4,3.1,5.9,2.2,Iris-virginica
8319,7.5,3.1,6.3,2.1,Iris-virginica
8320,7.5,3.4,6.1,2.2,Iris-virginica
8321,8.1,3.3,5.1,2.1,Iris-virginica
8322,6.4,3.6,6.2,2.6,Iris-virginica
8323,6.1,3.3,4.8,1.6,Iris-virginica
8324,6.3,3.5,5.0,2.0,Iris-virginica
8325,7.3,3.2,6.8,2.0,Iris-virginica
8326,6.3,2.6,5.3,1.7,Iris-virginica
8327,5.4,3.6,5.6,2.7,Iris-virginica
8328,6.1,2.8,5.1,1.9,Iris-virginica
8329,7.1,3.2,6.0,2.4,Iris-virginica
8330,7.3,2.6,5.3,2.1,Iris-virginica
8331,9.0,3.2,5.6,2.2,Iris-virginica
8332,6.2,3.1,6.1,2.0,Iris-virginica
8333,6.1,2.9,5.4,1.7,Iris-virginica
8334,6.2,2.5,4.9,1.7,Iris-virginica
8335,7.2,3.5,4.7,2.5,Iris-virginica
8336,5.9,3.2,5.7,2.2,Iris-virginica
8337,5.8,2.4,5.1,2.1,Iris-virginica
8338,7.8,2.6,5.5,1.8,Iris-virginica
8339,6.6,2.4,6.4,2.0,Iris-virginica
8340,7.2,2.9,5.7,2.3,Iris-virginica
8341,6.7,3.0,5.1,1.9,Iris-virginica
8342,5.9,2.7,6.2,2.5,Iris-virginica
8343,5.8,3.1,5.4,2.4,Iris-virginica
8344,6.7,3.0,5.1,1.6,Iris-virginica
8345,7.1,3.1,5.8,1.9,Iris-virginica
8346,6.5,3.2,6.1,1.7,Iris-virginica
8347,6.2,2.5,5.7,2.3,Iris-virginica
8348,6.4,2.8,5.4,2.7,Iris-virginica
8349,7.3,3.2,5.7,2.0,Iris-virginica
8350,6.0,2.6,5.2,1.8,Iris-virginica
8351,6.2,2.9,5.5,1.9,Iris-virginica
8352,6.9,2.9,5.7,1.8,Iris-virginica
8353,7.0,2.8,6.4,2.0,Iris-virginica
8354,6.5,3.2,6.0,2.3,Iris-virginica
8355,7.7,3.2,5.5,1.9,Iris-virginica
8356,6.5,3.5,4.8,1.8,Iris-virginica
8357,6.4,2.7,5.3,2.5,Iris-virginica
8358,6.4,3.1,4.6,1.7,Iris-virginica
8359,7.2,3.5,5.7,1.9,Iris-virginica
8360,6.9,2.1,5.7,1.7,Iris-virginica
8361,7.1,2.3,5.2,2.0,Iris-virginica
8362,6.1,2.9,6.1,2.0,Iris-virginica
8363,6.0,3.3,5.7,2.1,Iris-virginica
8364,6.0,2.2,5.1,1.7,Iris-virginica
8365,6.2,2.7,5.6,2.3,Iris-virginica
8366,7.3,3.2,5.1,2.0,Iris-virginica
8367,7.6,2.5,6.3,1.8,Iris-virginica
8368,6.8,3.1,5.7,2.6,Iris-virginica
8369,6.4,2.4,5.7,2.0,Iris-virginica
8370,6.9,3.3,5.5,2.1,Iris-virginica
8371,6.7,3.6,5.3,1.8,Iris-virginica
8372,7.1,2.7,5.8,2.0,Iris-virginica
8373,6.5,3.8,6.2,2.3,Iris-virginica
8374,6.9,2.8,5.7,2.2,Iris-virginica
8375,6.7,3.0,5.3,2.1,Iris-virginica
8376,6.3,3.2,4.4,2.4,Iris-virginica
8377,5.8,2.6,5.8,2.2,Iris-virginica
8378,7.9,3.1,5.5,2.1,Iris-virginica
8379,7.6,3.8,5.5,2.2,Iris-virginica
8380,6.5,2.9,6.6,1.8,Iris-virginica
8381,5.1,3.1,6.2,2.1,Iris-virginica
8382,6.9,3.2,5.6,2.2,Iris-virginica
8383,6.9,2.3,5.6,1.6,Iris-virginica
8384,6.6,2.8,6.1,2.1,Iris-virginica
8385,6.9,2.9,6.1,1.6,Iris-virginica
8386,6.0,3.4,5.3,1.4,Iris-virginica
8387,7.5,3.3,5.9,2.1,Iris-virginica
8388,7.6,3.4,6.4,2.2,Iris-virginica
8389,6.7,2.8,4.9,2.2,Iris-virginica
8390,7.0,2.9,5.9,1.9,Iris-virginica
8391,7.1,2.7,5.0,2.0,Iris-virginica
8392,7.1,2.6,6.1,1.6,Iris-virginica
8393,6.4,2.5,4.1,2.1,Iris-virginica
8394,6.5,2.5,5.3,2.1,Iris-virginica
8395,6.4,2.9,5.3,1.9,Iris-virginica
8396,6.2,2.8,5.1,1.7,Iris-virginica
8397,6.3,2.8,5.0,2.2,Iris-virginica
8398,7.4,3.0,5.6,1.8,Iris-virginica
8399,7.3,3.5,5.5,1.9,Iris-virginica
8400,6.8,3.0,5.3,2.2,Iris-virginica
8401,7.2,2.7,7.0,1.6,Iris-virginica
8402,6.0,3.0,6.8,1.9,Iris-virginica
8403,5.9,3.2,5.4,2.2,Iris-virginica
8404,6.5,2.7,6.8,1.2,Iris-virginica
8405,7.7,3.3,5.1,2.5,Iris-virginica
8406,5.7,3.3,4.4,1.7,Iris-virginica
8407,5.9,2.7,5.6,1.8,Iris-virginica
8408,5.3,3.1,5.6,2.1,Iris-virginica
8409,6.7,3.3,5.5,2.3,Iris-virginica
8410,6.1,2.7,6.3,2.4,Iris-virginica
8411,7.0,2.7,5.0,2.4,Iris-virginica
8412,7.4,3.0,6.8,2.2,Iris-virginica
8413,5.9,2.9,5.6,2.0,Iris-virginica
8414,7.4,2.7,4.8,2.2,Iris-virginica
8415,6.3,3.8,6.1,1.9,Iris-virginica
8416,7.4,3.2,5.9,2.0,Iris-virginica
8417,6.9,2.3,6.3,1.1,Iris-virginica
8418,6.3,2.5,5.3,2.0,Iris-virginica
8419,5.8,2.1,5.7,2.6,Iris-virginica
8420,6.4,3.3,6.4,1.5,Iris-virginica
8421,6.3,2.6,5.1,2.5,Iris-virginica
8422,6.7,3.2,5.5,1.7,Iris-virginica
8423,7.0,3.4,5.7,2.2,Iris-virginica
8424,5.8,3.2,6.3,2.1,Iris-virginica
8425,5.4,3.5,5.0,2.1,Iris-virginica
8426,7.2,3.3,4.6,2.1,Iris-virginica
8427,6.6,3.4,5.8,2.4,Iris-virginica
8428,6.9,3.0,5.7,2.4,Iris-virginica
8429,5.8,3.3,5.2,1.8,Iris-virginica
8430,7.2,2.7,5.8,1.9,Iris-virginica
8431,5.1,3.1,5.6,1.5,Iris-virginica
8432,6.1,2.4,6.0,2.4,Iris-virginica
8433,7.1,3.3,5.3,2.2,Iris-virginica
8434,6.6,3.0,6.1,2.3,Iris-virginica
8435,6.3,2.5,5.4,2.0,Iris-virginica
8436,6.8,3.2,4.5,1.8,Iris-virginica
8437,6.0,3.4,5.4,1.9,Iris-virginica
8438,6.9,2.8,5.5,2.5,Iris-virginica
8439,7.7,2.8,5.5,1.9,Iris-virginica
8440,5.4,3.3,6.9,1.9,Iris-virginica
8441,6.1,2.9,5.6,1.7,Iris-virginica
8442,6.3,3.3,5.6,2.4,Iris-virginica
8443,6.8,2.6,5.2,2.1,Iris-virginica
8444,5.9,2.6,4.9,2.2,Iris-virginica
8445,6.4,3.4,5.1,1.4,Iris-virginica
8446,6.5,3.5,5.6,1.6,Iris-virginica
8447,5.6,3.4,5.1,2.4,Iris-virginica
8448,7.0,2.7,6.2,1.8,Iris-virginica
8449,5.7,2.7,6.0,2.3,Iris-virginica
8450,6.3,2.4,4.7,1.7,Iris-virginica
8451,5.8,3.1,6.6,2.2,Iris-virginica
8452,5.9,2.8,5.3,2.1,Iris-virginica
8453,7.6,2.8,6.4,2.6,Iris-virginica
8454,6.4,2.9,5.4,2.0,Iris-virginica
8455,6.4,3.3,4.7,1.9,Iris-virginica
8456,6.8,3.3,6.8,1.7,Iris-virginica
8457,6.2,2.2,4.9,1.5,Iris-virginica
8458,6.3,2.9,5.8,1.9,Iris-virginica
8459,6.9,3.0,5.0,1.6,Iris-virginica
8460,7.0,3.5,7.0,2.3,Iris-virginica
8461,7.5,3.1,5.7,2.1,Iris-virginica
8462,6.5,3.2,5.3,2.0,Iris-virginica
8463,5.8,3.1,5.0,2.0,Iris-virginica
8464,6.9,3.2,6.0,2.0,Iris-virginica
8465,6.9,2.8,4.5,2.2,Iris-virginica
8466,6.8,3.3,5.5,1.6,Iris-virginica
8467,6.5,3.3,5.8,2.0,Iris-virginica
8468,5.5,2.6,5.8,1.6,Iris-virginica
8469,6.4,3.0,6.2,2.2,Iris-virginica
8470,7.2,3.1,5.1,1.9,Iris-virginica
8471,6.0,3.2,5.2,1.9,Iris-virginica
8472,6.6,3.5,5.9,1.8,Iris-virginica
8473,6.7,3.5,5.9,1.6,Iris-virginica
8474,6.0,2.7,6.3,2.4,Iris-virginica
8475,6.2,2.8,5.6,2.0,Iris-virginica
8476,6.0,2.9,4.7,2.4,Iris-virginica
8477,5.5,2.4,5.8,1.7,Iris-virginica
8478,6.3,3.0,5.9,2.0,Iris-virginica
8479,7.7,3.0,6.2,2.1,Iris-virginica
8480,7.9,3.3,5.6,2.2,Iris-virginica
8481,6.4,2.9,4.8,1.8,Iris-virginica
8482,7.9,2.6,5.2,2.0,Iris-virginica
8483,6.5,3.1,5.3,2.1,Iris-virginica
8484,7.3,3.4,5.4,2.2,Iris-virginica
8485,5.9,2.7,4.9,2.0,Iris-virginica
8486,6.0,2.5,5.3,1.6,Iris-virginica
8487,7.4,2.8,6.1,1.9,Iris-virginica
8488,5.8,3.4,5.6,2.5,Iris-virginica
8489,6.3,2.8,6.1,2.3,Iris-virginica
8490,6.7,4.0,5.4,1.7,Iris-virginica
8491,6.0,2.9,6.4,2.0,Iris-virginica
8492,7.6,3.1,6.1,2.1,Iris-virginica
8493,6.8,3.2,5.2,1.9,Iris-virginica
8494,6.8,3.6,4.7,1.5,Iris-virginica
8495,6.4,3.3,5.6,1.7,Iris-virginica
8496,6.6,2.4,5.9,1.9,Iris-virginica
8497,6.5,3.1,5.7,1.9,Iris-virginica
8498,7.2,3.2,4.6,2.0,Iris-virginica
8499,5.9,2.6,5.8,1.9,Iris-virginica
8500,6.5,2.8,5.8,2.2,Iris-virginica
8501,8.0,2.9,4.8,1.9,Iris-virginica
8502,7.1,2.7,4.7,1.8,Iris-virginica
8503,6.2,2.6,5.7,2.0,Iris-virginica
8504,7.1,2.8,5.9,1.9,Iris-virginica
8505,5.9,2.8,4.7,2.5,Iris-virginica
8506,6.7,2.7,5.3,1.4,Iris-virginica
8507,7.5,3.4,5.6,2.1,Iris-virginica
8508,5.8,2.6,4.6,2.0,Iris-virginica
8509,7.3,2.9,5.7,2.3,Iris-virginica
8510,5.6,3.6,6.2,2.2,Iris-virginica
8511,7.2,3.3,5.7,2.4,Iris-virginica
8512,6.3,3.1,6.3,1.3,Iris-virginica
8513,6.9,3.2,4.6,2.1,Iris-virginica
8514,6.1,3.1,5.5,1.8,Iris-virginica
8515,7.3,2.8,5.7,2.4,Iris-virginica
8516,6.0,3.0,5.3,2.0,Iris-virginica
8517,8.0,3.1,5.7,2.2,Iris-virginica
8518,6.9,2.4,6.8,1.6,Iris-virginica
8519,7.7,3.2,5.7,1.9,Iris-virginica
8520,8.2,3.2,5.6,1.9,Iris-virginica
8521,6.2,3.0,5.0,2.2,Iris-virginica
8522,6.2,3.3,6.1,2.0,Iris-virginica
8523,7.0,3.2,4.7,2.5,Iris-virginica
8524,6.4,3.2,6.0,1.3,Iris-virginica
8525,6.2,3.2,5.6,2.2,Iris-virginica
8526,6.6,3.4,5.6,2.4,Iris-virginica
8527,6.0,2.9,5.2,2.1,Iris-virginica
8528,6.4,2.9,5.2,1.9,Iris-virginica
8529,6.6,2.3,4.3,2.0,Iris-virginica
8530,4.8,2.9,5.3,2.2,Iris-virginica
8531,6.2,3.5,6.0,1.6,Iris-virginica
8532,6.4,3.5,5.2,2.0,Iris-virginica
8533,7.5,2.8,6.2,1.8,Iris-virginica
8534,4.8,3.4,5.8,2.2,Iris-virginica
8535,5.9,2.6,6.2,2.1,Iris-virginica
8536,6.5,3.0,6.4,2.2,Iris-virginica
8537,6.3,2.5,5.9,1.8,Iris-virginica
8538,5.8,3.4,6.0,2.1,Iris-virginica
8539,5.8,3.6,6.1,1.9,Iris-virginica
8540,6.3,3.0,5.3,2.6,Iris-virginica
8541,6.3,2.6,6.4,1.9,Iris-virginica
8542,7.1,3.2,5.5,1.8,Iris-virginica
8543,6.6,2.6,5.5,2.2,Iris-virginica
8544,7.7,2.6,5.4,1.9,Iris-virginica
8545,6.8,2.5,5.0,1.6,Iris-virginica
8546,5.7,2.8,6.5,2.1,Iris-virginica
8547,6.6,3.4,5.8,2.2,Iris-virginica
8548,6.3,2.8,4.8,1.9,Iris-virginica
8549,6.4,3.1,5.5,1.9,Iris-virginica
8550,6.0,3.1,5.3,2.1,Iris-virginica
8551,5.4,3.1,6.0,2.2,Iris-virginica
8552,6.5,3.3,4.8,2.0,Iris-virginica
8553,6.5,3.3,4.4,1.7,Iris-virginica
8554,7.7,2.2,6.0,1.8,Iris-virginica
8555,6.7,3.4,5.7,2.4,Iris-virginica
8556,6.3,2.9,6.0,1.9,Iris-virginica
8557,7.0,3.4,6.0,1.6,Iris-virginica
8558,6.4,3.1,5.4,2.0,Iris-virginica
8559,6.8,2.8,5.4,1.7,Iris-virginica
8560,6.3,2.5,5.6,2.0,Iris-virginica
8561,6.0,3.5,5.4,2.1,Iris-virginica
8562,6.2,2.8,5.7,1.9,Iris-virginica
8563,6.6,3.2,5.3,1.7,Iris-virginica
8564,5.6,3.4,6.1,2.2,Iris-virginica
8565,6.3,2.5,5.4,2.0,Iris-virginica
8566,5.9,2.5,4.6,2.2,Iris-virginica
8567,5.8,3.1,5.3,2.2,Iris-virginica
8568,6.8,2.9,5.6,2.0,Iris-virginica
8569,6.2,3.3,5.3,2.0,Iris-virginica
8570,5.7,3.1,5.2,1.9,Iris-virginica
8571,6.1,2.9,4.4,2.2,Iris-virginica
8572,6.6,2.8,4.7,2.1,Iris-virginica
8573,6.2,3.4,5.8,2.4,Iris-virginica
8574,6.7,3.3,5.8,1.9,Iris-virginica
8575,6.7,2.7,6.7,2.0,Iris-virginica
8576,6.6,3.1,5.0,2.4,Iris-virginica
8577,5.9,2.6,5.5,1.7,Iris-virginica
8578,7.6,2.9,3.8,2.1,Iris-virginica
8579,6.9,2.8,4.8,2.0,Iris-virginica
8580,6.3,2.7,5.0,2.1,Iris-virginica
8581,7.2,3.1,4.6,2.2,Iris-virginica
8582,7.1,3.4,5.0,2.0,Iris-virginica
8583,6.9,2.8,5.9,2.0,Iris-virginica
8584,6.0,2.7,6.2,1.8,Iris-virginica
8585,5.8,3.1,5.5,1.7,Iris-virginica
8586,6.3,2.7,5.2,2.7,Iris-virginica
8587,6.4,2.7,6.7,2.3,Iris-virginica
8588,7.0,2.7,6.2,2.3,Iris-virginica
8589,6.7,2.4,5.5,2.5,Iris-virginica
8590,6.7,2.9,5.4,2.0,Iris-virginica
8591,6.1,3.0,6.3,2.4,Iris-virginica
8592,6.1,3.4,6.0,2.2,Iris-virginica
8593,6.9,2.7,5.3,2.3,Iris-virginica
8594,5.8,2.6,5.7,1.8,Iris-virginica
8595,7.1,2.7,5.7,2.1,Iris-virginica
8596,6.3,2.9,5.2,2.0,Iris-virginica
8597,6.0,2.9,6.0,1.7,Iris-virginica
8598,6.3,3.1,4.4,2.5,Iris-virginica
8599,7.3,2.5,4.4,2.0,Iris-virginica
8600,5.9,3.3,5.8,2.1,Iris-virginica
8601,6.2,3.5,6.0,2.2,Iris-virginica
8602,7.4,2.6,6.3,2.0,Iris-virginica
8603,6.8,2.9,4.5,2.3,Iris-virginica
8604,5.4,2.7,5.3,1.5,Iris-virginica
8605,5.9,3.1,5.4,2.0,Iris-virginica
8606,6.0,3.0,5.4,1.6,Iris-virginica
8607,6.5,2.6,6.0,1.9,Iris-virginica
8608,8.2,3.3,5.5,2.2,Iris-virginica
8609,5.3,3.3,5.1,2.1,Iris-virginica
8610,6.1,2.8,5.5,2.0,Iris-virginica
8611,6.6,3.0,4.7,2.7,Iris-virginica
8612,6.7,3.1,5.4,1.8,Iris-virginica
8613,6.7,3.1,6.3,2.6,Iris-virginica
8614,7.5,2.4,5.3,2.1,Iris-virginica
8615,6.3,3.0,4.4,2.3,Iris-virginica
8616,5.4,2.5,5.0,2.0,Iris-virginica
8617,5.6,2.6,6.2,2.0,Iris-virginica
8618,6.9,2.6,5.5,2.0,Iris-virginica
8619,6.1,3.0,4.5,2.1,Iris-virginica
8620,6.3,2.9,6.0,2.1,Iris-virginica
8621,6.4,2.6,6.3,1.7,Iris-virginica
8622,7.0,2.5,6.1,2.3,Iris-virginica
8623,5.4,3.1,5.8,2.2,Iris-virginica
8624,6.8,2.7,5.4,2.5,Iris-virginica
8625,5.9,3.1,6.2,1.8,Iris-virginica
8626,5.7,2.6,5.8,1.7,Iris-virginica
8627,6.5,3.4,5.5,1.8,Iris-virginica
8628,6.7,3.0,5.8,2.5,Iris-virginica
8629,6.8,3.6,5.8,1.8,Iris-virginica
8630,8.0,2.9,5.0,2.7,Iris-virginica
8631,6.1,2.7,5.2,2.1,Iris-virginica
8632,7.2,2.1,6.1,1.9,Iris-virginica
8633,6.3,3.5,5.7,2.1,Iris-virginica
8634,6.6,3.2,6.4,1.3,Iris-virginica
8635,7.3,3.5,5.8,1.8,Iris-virginica
8636,5.9,3.7,5.1,2.4,Iris-virginica
8637,6.8,3.6,5.4,1.6,Iris-virginica
8638,6.6,2.5,7.0,2.2,Iris-virginica
8639,7.1,3.2,5.2,2.0,Iris-virginica
8640,6.7,3.6,4.9,1.8,Iris-virginica
8641,6.4,2.8,4.7,1.3,Iris-virginica
8642,5.4,3.3,5.5,2.3,Iris-virginica
8643,6.2,2.9,6.4,2.5,Iris-virginica
8644,7.2,3.0,5.8,2.1,Iris-virginica
8645,6.5,2.8,6.2,1.7,Iris-virginica
8646,7.5,2.9,4.8,1.9,Iris-virginica
8647,6.0,2.8,5.2,1.9,Iris-virginica
8648,6.4,3.0,6.0,2.0,Iris-virginica
8649,6.8,3.0,5.9,2.0,Iris-virginica
8650,6.2,2.7,5.7,2.4,Iris-virginica
8651,6.4,2.7,5.4,1.9,Iris-virginica
8652,6.2,2.5,5.4,2.1,Iris-virginica
8653,5.9,2.7,5.0,1.6,Iris-virginica
8654,6.0,2.9,4.8,2.0,Iris-virginica
8655,6.1,2.7,5.8,1.9,Iris-virginica
8656,6.3,3.4,5.0,2.5,Iris-virginica
8657,6.4,2.6,5.2,2.0,Iris-virginica
8658,7.4,3.2,5.6,2.4,Iris-virginica
8659,5.4,3.1,5.7,2.1,Iris-virginica
8660,5.6,2.6,5.5,2.3,Iris-virginica
8661,7.8,2.8,4.8,2.3,Iris-virginica
8662,8.3,3.3,5.1,2.8,Iris-virginica
8663,7.0,2.7,6.6,1.8,Iris-virginica
8664,6.2,3.2,5.5,2.0,Iris-virginica
8665,6.6,3.3,4.3,2.1,Iris-virginica
8666,6.4,2.7,5.1,1.3,Iris-virginica
8667,6.1,3.4,6.0,2.0,Iris-virginica
8668,5.7,3.2,6.3,2.3,Iris-virginica
8669,6.0,2.7,6.5,1.7,Iris-virginica
8670,6.9,2.4,5.4,2.2,Iris-virginica
8671,6.6,3.1,4.9,1.8,Iris-virginica
8672,6.9,3.2,5.7,2.3,Iris-virginica
8673,5.5,2.8,6.6,2.4,Iris-virginica
8674,7.0,2.9,6.1,2.1,Iris-virginica
8675,5.6,3.3,5.1,2.2,Iris-virginica
8676,5.6,3.5,5.4,1.7,Iris-virginica
8677,6.2,2.9,5.5,2.4,Iris-virginica
8678,6.6,2.3,4.9,2.8,Iris-virginica
8679,6.7,3.3,5.4,1.8,Iris-virginica
8680,6.3,3.0,5.3,2.6,Iris-virginica
8681,6.2,2.6,6.0,2.3,Iris-virginica
8682,6.6,2.8,4.5,2.4,Iris-virginica
8683,7.1,2.8,5.6,2.0,Iris-virginica
8684,7.6,2.6,5.2,1.8,Iris-virginica
8685,6.8,3.0,5.7,1.8,Iris-virginica
8686,7.5,2.8,6.2,2.9,Iris-virginica
8687,6.0,3.1,5.5,2.6,Iris-virginica
8688,6.4,3.1,5.7,2.0,Iris-virginica
8689,7.1,3.0,5.8,2.1,Iris-virginica
8690,6.2,2.9,5.9,2.2,Iris-virginica
8691,7.4,3.6,5.3,2.1,Iris-virginica
8692,6.5,2.6,5.9,2.2,Iris-virginica
8693,5.9,2.9,5.3,1.6,Iris-virginica
8694,6.6,2.6,5.6,2.1,Iris-virginica
8695,6.8,3.1,6.4,1.8,Iris-virginica
8696,6.1,3.2,5.5,2.3,Iris-virginica
8697,6.9,3.6,5.5,1.6,Iris-virginica
8698,6.8,3.0,5.8,2.2,Iris-virginica
8699,6.2,2.6,5.5,1.4,Iris-virginica
8700,6.6,2.8,6.0,1.5,Iris-virginica
8701,6.6,3.5,5.9,2.3,Iris-virginica
8702,6.8,2.4,5.6,2.1,Iris-virginica
8703,5.9,2.9,4.0,1.9,Iris-virginica
8704,6.3,3.4,5.2,2.0,Iris-virginica
8705,6.5,2.8,5.9,1.5,Iris-virginica
8706,7.3,3.0,6.3,1.3,Iris-virginica
8707,5.0,2.9,5.8,1.9,Iris-virginica
8708,7.0,3.3,5.9,2.1,Iris-virginica
8709,6.6,2.8,5.5,1.7,Iris-virginica
8710,6.1,3.1,5.3,1.8,Iris-virginica
8711,6.9,3.1,5.4,2.0,Iris-virginica
8712,6.9,3.3,5.7,1.7,Iris-virginica
8713,6.4,2.8,5.0,2.2,Iris-virginica
8714,7.0,3.2,5.0,2.1,Iris-virginica
8715,6.6,3.1,5.6,2.0,Iris-virginica
8716,6.5,3.3,5.1,2.0,Iris-virginica
8717,7.3,2.7,5.1,2.2,Iris-virginica
8718,5.7,3.2,5.3,2.1,Iris-virginica
8719,5.8,3.4,4.9,2.2,Iris-virginica
8720,5.8,3.6,5.5,2.6,Iris-virginica
8721,6.1,2.8,6.2,1.6,Iris-virginica
8722,6.1,3.1,5.0,2.2,Iris-virginica
8723,6.7,2.5,6.1,1.7,Iris-virginica
8724,7.1,3.0,5.3,1.7,Iris-virginica
8725,6.8,2.7,6.2,2.4,Iris-virginica
8726,7.6,3.1,5.3,1.9,Iris-virginica
8727,6.4,3.1,5.8,2.4,Iris-virginica
8728,6.6,2.5,5.3,2.5,Iris-virginica
8729,5.6,3.2,5.3,1.8,Iris-virginica
8730,6.8,3.5,5.7,2.0,Iris-virginica
8731,5.8,2.9,4.8,1.9,Iris-virginica
8732,6.5,2.2,6.3,1.7,Iris-virginica
8733,6.5,3.1,6.3,1.8,Iris-virginica
8734,5.0,3.3,4.9,2.1,Iris-virginica
8735,6.9,1.9,4.7,1.9,Iris-virginica
8736,4.9,2.5,5.6,2.0,Iris-virginica
8737,6.8,3.1,4.6,1.7,Iris-virginica
8738,7.1,3.5,5.0,2.1,Iris-virginica
8739,7.1,3.1,5.4,1.9,Iris-virginica
8740,7.9,3.0,5.8,2.1,Iris-virginica
8741,6.1,3.0,5.4,1.9,Iris-virginica
8742,6.8,2.7,4.9,2.2,Iris-virginica
8743,6.2,2.9,4.5,2.3,Iris-virginica
8744,6.9,3.2,5.8,1.6,Iris-virginica
8745,6.7,2.8,5.0,2.2,Iris-virginica
8746,7.6,3.5,5.9,2.0,Iris-virginica
8747,6.5,2.7,5.4,2.3,Iris-virginica
8748,7.7,2.7,4.5,1.9,Iris-virginica
8749,7.2,3.6,6.3,2.4,Iris-virginica
8750,6.0,2.7,4.8,1.8,Iris-virginica
8751,7.2,3.5,5.7,2.0,Iris-virginica
8752,5.9,2.9,5.7,1.6,Iris-virginica
8753,7.2,2.8,6.0,2.0,Iris-virginica
8754,6.8,2.7,5.4,2.2,Iris-virginica
8755,6.5,2.6,5.6,2.1,Iris-virginica
8756,7.5,3.3,5.5,1.9,Iris-virginica
8757,6.4,2.8,5.8,2.3,Iris-virginica
8758,7.4,2.8,5.3,1.9,Iris-virginica
